name,target_role,resume_summary,technical_skill_gap,soft_skill_gap,transferable_skills
Candidate_001,Machine Learning,"Target Role: Machine Learning | Education: Bachelor of Science in Computer Science, Leading Tech University, 2021 | Experience: Machine Learning Intern, Research Assistant | Technical Skills: Python, TensorFlow, Scikit-learn, Pandas, NumPy, JavaScript, React, Node.js, MongoDB | Soft Skills: Effective communicator, Analytical thinker, Adaptable, Detail-oriented, Collaborative","Machine Learning Algorithms, Deep Learning Techniques, Data Analysis, Statistical Modeling, Programming (R, Java, C++), Data Manipulation, Big Data Technologies (Hadoop, Spark), Natural Language Processing, Computer Vision, Model Evaluation and Validation, API Development, Data Visualization, Cloud Computing, Version Control (Git), Statistical Software (SAS, MATLAB)","Problem Solving, Creativity, Project Management, Leadership, Customer Focus, Time Management, Interpersonal Skills","Effective communicator, Analytical thinker, Adaptable, Detail-oriented, Collaborative"
Candidate_001,Machine Learning,"Target Role: Machine Learning | Education: Bachelor of Science in Computer Science, Top Engineering Institute, 2021 | Experience: Machine Learning Intern, Research Assistant | Technical Skills: Python, TensorFlow, Flask, PostgreSQL, React, NLTK, spaCy, PyTorch, OpenCV | Soft Skills: Strong communication, Critical thinking, Adaptability, Problem-solving, Team collaboration, Time management","Machine Learning Algorithms, Deep Learning Techniques, Data Analysis, Statistical Modeling, Programming (R, Java, C++), Data Manipulation, Big Data Technologies (Hadoop, Spark), Model Evaluation and Validation, Data Visualization, Cloud Computing, Version Control (Git), Statistical Software (SAS, MATLAB)","Creativity, Attention to Detail, Project Management, Leadership, Customer Focus, Interpersonal Skills","Strong communication, Critical thinking, Adaptability, Problem-solving, Team collaboration, Time management"
Candidate_042,Machine Learning,"Target Role: Machine Learning | Education: Bachelor of Science in Computer Science, Leading Technological University, 2019 - 2023 | Experience: Machine Learning Intern, Research Assistant | Technical Skills: Python, TensorFlow, Scikit-Learn, Pandas, JavaScript, Node.js, React Native, REST APIs | Soft Skills: Effective communicator, Proactive learner, Team-oriented, Problem solver, Detail-oriented","Machine Learning Algorithms, Deep Learning Techniques, Data Analysis, Statistical Modeling, R, C++, Data Manipulation, Big Data Technologies (Hadoop, Spark), Natural Language Processing, Computer Vision, Model Evaluation and Validation, Data Visualization, Cloud Computing, Version Control (Git), Statistical Software (SAS, MATLAB)","Analytical Thinking, Collaboration, Adaptability, Creativity, Project Management, Leadership, Customer Focus, Time Management, Interpersonal Skills","Effective communicator, Proactive learner, Team-oriented, Problem solver, Detail-oriented"
Candidate_001,Machine Learning,"Target Role: Machine Learning | Education: Bachelor of Science in Computer Science, Masked University, 2021 | Experience: Machine Learning Intern, Research Assistant | Technical Skills: Python, TensorFlow, Scikit-learn, Flask, React, SQL, Data Analysis, Natural Language Processing | Soft Skills: Effective communication, Critical thinking, Adaptability, Collaboration, Time management","Machine Learning Algorithms, Deep Learning Techniques, Statistical Modeling, Programming (R, Java, C++), Data Manipulation, Big Data Technologies (Hadoop, Spark), Computer Vision, Model Evaluation and Validation, API Development, Data Visualization, Cloud Computing, Version Control (Git), Statistical Software (SAS, MATLAB)","Problem Solving, Analytical Thinking, Creativity, Attention to Detail, Project Management, Leadership, Customer Focus, Interpersonal Skills","Effective communication, Critical thinking, Adaptability, Collaboration, Time management"
Candidate_001,Machine Learning,"Target Role: Machine Learning | Education: Bachelor of Science in Computer Science, Top Engineering Institute, 2023 | Experience: Machine Learning Intern, Research Assistant | Technical Skills: Python, scikit-learn, TensorFlow, AWS, D3.js, Firebase, Git | Soft Skills: Strong communicator, Detail-oriented, Proactive problem solver, Adaptability, Team collaboration","Machine Learning Algorithms, Deep Learning Techniques, Data Analysis, Statistical Modeling, Programming (R, Java, C++), Data Manipulation, Big Data Technologies (Hadoop, Spark), Natural Language Processing, Computer Vision, Model Evaluation and Validation, API Development, Statistical Software (SAS, MATLAB)","Problem Solving, Analytical Thinking, Creativity, Project Management, Leadership, Customer Focus, Time Management, Interpersonal Skills","Strong communicator, Detail-oriented, Proactive problem solver, Adaptability, Team collaboration"
Candidate_12345,Machine Learning,"Target Role: Machine Learning | Education: Bachelor of Science in Computer Science, Top Engineering Institute, 2019 - 2023 | Experience: Machine Learning Intern, Research Assistant | Technical Skills: Python, TensorFlow, scikit-learn, Flask, React, SQL, data preprocessing, API development | Soft Skills: problem-solving, effective communication, team collaboration, time management, adaptability","Machine Learning Algorithms, Deep Learning Techniques, Data Analysis, Statistical Modeling, R, Java, C++, Data Manipulation, Big Data Technologies (Hadoop, Spark), Natural Language Processing, Computer Vision, Model Evaluation and Validation, Data Visualization, Cloud Computing, Version Control (Git), Statistical Software (SAS, MATLAB)","Analytical Thinking, Creativity, Attention to Detail, Project Management, Leadership, Customer Focus, Interpersonal Skills","problem-solving, effective communication, team collaboration, time management, adaptability"
Candidate_001,Machine Learning,"Target Role: Machine Learning | Education: Bachelor of Science in Computer Science, Top Engineering Institute, 2023 | Experience: Machine Learning Intern, Research Assistant | Technical Skills: Python, TensorFlow, scikit-learn, Flask, React, SQL, Tableau | Soft Skills: Problem-solving, Effective communication, Team collaboration, Adaptability, Creative thinking","Machine Learning Algorithms, Deep Learning Techniques, Data Analysis, Statistical Modeling, Programming (R, Java, C++), Data Manipulation, Big Data Technologies (Hadoop, Spark), Natural Language Processing, Computer Vision, Model Evaluation and Validation, Cloud Computing, Version Control (Git), Statistical Software (SAS, MATLAB)","Analytical Thinking, Attention to Detail, Project Management, Leadership, Customer Focus, Time Management, Interpersonal Skills","Problem-solving, Effective communication, Team collaboration, Adaptability, Creative thinking"
Candidate_001,Machine Learning,"Target Role: Machine Learning | Education: Bachelor of Science in Computer Science, Top Engineering Institute, 2019 – 2023 | Experience: Machine Learning Intern, Research Assistant | Technical Skills: Python, Machine Learning, TensorFlow, scikit-learn, Natural Language Processing, AWS, Flask, React, SQL | Soft Skills: Strong analytical skills, Effective communication, Adaptability, Creative problem-solving, Team collaboration","Machine Learning Algorithms, Deep Learning Techniques, Data Analysis, Statistical Modeling, Programming (R, Java, C++), Data Manipulation, Big Data Technologies (Hadoop, Spark), Computer Vision, Model Evaluation and Validation, Data Visualization, Version Control (Git), Statistical Software (SAS, MATLAB)","Problem Solving, Analytical Thinking, Collaboration, Communication Skills, Creativity, Attention to Detail, Project Management, Leadership, Customer Focus, Time Management, Interpersonal Skills","Strong analytical skills, Effective communication, Adaptability, Creative problem-solving, Team collaboration"
Candidate_001,Machine Learning,"Target Role: Machine Learning | Education: Bachelor of Science in Computer Science, Top Engineering Institute, 2023 | Experience: Machine Learning Intern, Research Assistant | Technical Skills: Python, TensorFlow, Pandas, Scikit-learn, Flask, React Native, SQL | Soft Skills: Analytical thinking, Effective communication, Problem-solving, Team collaboration, Adaptability","Machine Learning Algorithms, Deep Learning Techniques, Data Analysis, Statistical Modeling, Programming (R, Java, C++), Data Manipulation, Big Data Technologies (Hadoop, Spark), Natural Language Processing, Computer Vision, Model Evaluation and Validation, Data Visualization, Cloud Computing, Version Control (Git), Statistical Software (SAS, MATLAB)","Creativity, Attention to Detail, Project Management, Leadership, Customer Focus, Time Management, Interpersonal Skills","Analytical thinking, Effective communication, Problem-solving, Team collaboration, Adaptability"
Candidate_001,Machine Learning,"Target Role: Machine Learning | Education: Bachelor of Science in Computer Science, Masked University, 2023 | Experience: Machine Learning Intern, Research Assistant | Technical Skills: Python, TensorFlow, Scikit-Learn, Django, React, Arduino, JavaScript, SQL | Soft Skills: Effective communicator, Creative problem solver, Detail-oriented, Adaptable learner, Team collaborator","Machine Learning Algorithms, Deep Learning Techniques, Data Analysis, Statistical Modeling, R, C++, Data Manipulation, Big Data Technologies (Hadoop, Spark), Natural Language Processing, Computer Vision, Model Evaluation and Validation, API Development, Data Visualization, Cloud Computing, Version Control (Git), Statistical Software (SAS, MATLAB)","Problem Solving, Analytical Thinking, Collaboration, Communication Skills, Creativity, Project Management, Leadership, Customer Focus, Time Management, Interpersonal Skills","Effective communicator, Creative problem solver, Detail-oriented, Adaptable learner, Team collaborator"
