Query,Description
Business Analyst,"BYL Risk Management , is seeking a Full Time Business Analyst! The successful candidate will have: A willingness and ability to learn and quickly adapt to new technologies, business processes, and procedures. A strong commitment to delivering excellent customer service to internal and external customers An ability to deliver high quality, accurate, and timely results. The individual must possess strong reasoning, analytical, and communication skills. An ability to maintain a high degree of confidentiality, by understanding PCI, HIPAA, and other policies related to confidentiality. Strong leadership skills and an ability to establish effective and productive working relationships with others. What We offer: An awesome work environment located right in the borough of West Chester! Primary Responsibilities: Researching solutions to functional issues and aiding in troubleshooting Identifying various improvements needed to policies, procedures, and work flows and recommending solutions Addressing functional needs by applying technical solutions Providing recommendations for improvements to business processes by utilizing technology solutions Documenting various processes related to business, Latitude and other ancillary software products Analyzing business needs Assisting teams with identification of reporting needs, by developing reports Providing recommendations for data cleanup Prioritizing and accomplishes multiple tasks as assigned by multiple people Required Skills/Qualifications: Ability to communicate requirements, problems, and issues to technical and non-technical users Ability to read and understand the functional logic of SQL queries Experience in analyzing, documenting, and modifying business requirements Experience in reporting and data analysis through the use of reporting software"
Business Analyst,"Requisition ID: 191345 Work Area: Information Technology Expected Travel: 0 - 10% Career Status: Student Employment Type: Intern COMPANY DESCRIPTION SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures. SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives. Contract Duration: 6 months Contract Hours: Full-Time Anticipated Start Date: September 2018 Office Location: Newtown Square, PA Purpose & Objective of Position The SAP Global Strategic Service Partner (GSSP) organization works with SAP’s largest global system integration partners. This position will work with the team that manages these partnerships and will provide business analysis support. Expectations & Tasks The student will support and independently work on different projects related to our GTM activities. We expect professional working habits in cooperation with our global team and cross functional team members. Explicit tasks will include project work on topics, provide business analysis of data from various systems, and prepare reports and presentations for senior management attention. Your application documents should include a cover letter, a resume, copies of any academic degrees already earned, and, if available, references from former employers (including internships). Describe your experience and skills in addition to outlining your business goals and objectives. Skills / Competencies Preferred field(s) of study: Business Administration or Communication. Work experience in sales, services, or partner organization would be a plus (optional) Computer skills: MS Office, especially Microsoft Excel and PowerPoint Language skills: Excellent English mandatory Soft skills: Communication Skills Independent work style Core competence in analysis Any knowledge/experience of SAP tools/systems a plus Educational Requirements Business Administration background or major/minor Qualifications Requires candidates to currently be enrolled or have an undergraduate, Masters, MBA or PhD degree program which is applicable to the position. WHAT YOU GET FROM US Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now. SAP'S DIVERSITY COMMITMENT To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company. SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with SAP and are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team. (Americas:Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com). Requests for reasonable accommodation will be considered on a case-by-case basis. Successful candidates might be required to undergo a background verification with an external vendor. EOE AA M/F/Vet/Disability: Qualified applicants will receive consideration for employment without regard to their age, race, religion, national origin, gender, sexual orientation, gender identity, protected veteran status or disability. Successful candidates might be required to undergo a background verification with an external vendor. Additional Locations:"
Business Analyst,"Do you have a knack for analyzing IT business processes? Are you able to manage projects efficiently? We’re looking for someone like that who can help us: – determine required IT business solutions and assist in implementing them – conduct requirements-gathering activities, like evaluating services, using a variety of internal and external data and conducting end user interviews – support the business engineer by describing the business processes, including the organizational structures involved – assist in quality control and project management – identify people and systems impacted by functional and non-functional requirements You will be working in the GMI IT team in Chicago. GMI is the vendor application ETD deploys globally to support back office operations. We are responsible for in house development and GMI application maintenance and support; GMI IT teams are also located in Hong Kong and London. You should have five to ten years of experience support the GMI application. You have: – experience applying business analysis techniques – the ability to interpret a set of technical requirements and develop robust solutions (you know what they really want) – an understanding of the software development lifecycle. We use the TURNOVER code promotion application. – strong analytical, problem-solving and synthesizing skills Expert advice. Wealth management. Investment banking. Asset management. Retail banking in Switzerland. And all the support functions. That's what we do. And we do it for private and institutional clients as well as corporations around the world. We are about 60,000 employees in all major financial centers, in more than 50 countries. Do you want to be one of us? Together. That’s how we do things. We offer people around the world a supportive, challenging and diverse working environment. We value your passion and commitment, and reward your performance. Keen to achieve the work-life agility that you desire? We're open to discussing how this could work for you (and us). Why UBS? Video Are you truly collaborative? Succeeding at UBS means respecting, understanding and trusting colleagues and clients. Challenging others and being challenged in return. Being passionate about what you do. Driving yourself forward, always wanting to do things the right way. Does that sound like you? Then you have the right stuff to join us. Apply now. UBS is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce."
Business Analyst,"ExxonMobil, located in Spring, Texas is seeking qualified and experienced individuals to support natural gas and natural gas liquids commercial business lines and regional offices with market, economic, and trading analysis to advance ExxonMobil’s marketing and business development strategies. Job Role Responsibilities Conduct economic, market, and trading analysis to support development of project and business specific strategies and tactics Participate as an active member of the commercial teams in developing strategies for natural gas, liquefied natural gas (LNG), or natural gas liquids (NGL) for key upstream resource opportunity capture through trading or other commercial agreements Job Requirements Candidates should be self-motivated and focused on achieving business results through a multi-disciplinary team. Demonstrated teamwork, communication and leadership skills are essential. Candidate should be flexible with regard to domestic and international travel. Skill requirements are as follows: Bachelor’s or graduate degree in Engineering - preferably Petroleum, Chemical or Mechanical – will consider Finance / Business or Mathematics degrees A minimum of 3 years relevant industry experience required Demonstrated knowledge of profitability (cash flow) analysis and the fundamentals of commercial agreements The ability to integrate analytical skills with business experience and technical / industry / commercial knowledge to develop market analysis and / or economic models that provide actionable insights Experience in the following areas is preferred: Trading analytics, risk management, asset management and divestment including programs such ARIES, evaluation of unconventional resource development, midstream analytics, and fiscal systems. ExxonMobil is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status. Nearest Major Market: Houston Job Segment: Business Analyst, Engineer, Risk Management, Finance, Engineering, Technology"
Business Analyst,"Business Systems Analyst Seattle, WA _About the Role. . ._ We are looking for Business Systems Analysts to work with cutting edge technologies and interesting companies in a fast-paced, exciting environment in our Seattle, WA based team. The BSA will participate in projects supporting one or more work streams and multiple business teams. You will need to have effective communication and a wide variety of skills in order to support or lead activities, including gathering, analyzing, and documenting stakeholder requirements (developing Process Maps/ Wire Frames/ Feature Acceptance Criteria/ User Stories), and collaborating closely with technical teams to ensure delivered solutions meet business needs. You should be self-motivated, resourceful, and have a strong aptitude for creative problem solving. This role requires the ability to understand work streams, business processes, identify pain points, and to help drive the successful implementation of requirements and processes while effectively managing stakeholder expectations. _You Have…_ Relevant work experience in evaluating business systems, project execution, or technology – empowering business through robust technology improvements. Experience managing ambiguity and complexity in unstructured operating environments, while able to navigate in larger, more structured environments. Experience with and ability to quickly develop and in-depth understanding of business rules and processes to the extent of being able to optimize/streamline the workflows. Ability to clearly communicate sophisticated concepts to the clients and project team. Experience in one or more SDLC methodology (i.e. Waterfall, Agile, Scrum), and ability to work within the process. Proficiency with Excel, Word, PowerPoint, Outlook, and experience with Visio. _Qualifications…_ An undergraduate degree (BA/BS) in business or technology 4-6+ years in BSA type roles (not exclusively or predominantly testing) A high degree of creativity and innovation, with proven examples of applying knowledge, experience, and judgment to ambiguous problems. Strong quantitative, analytical and problem-solving skills; must be very comfortable with data Strong consensus-building skills between business and technology partners Detail-oriented and believe that details matter greatly to the success of the solution Strong interpersonal, communication, and presentation skills The aptitude to see and think through complex end-to-end enterprise processes and system flows _About Logic20/20. . ._ Logic20/20 is one of Seattle’s fastest growing full-service consulting firms. Our core competency is creating simplicity and efficiency in complex solutions. Although we make it look like magic, we succeed by combining methodical and structured approaches with our substantial experience to design elegant solutions for even the most intricate challenges. Our rapid growth is in response to our ability to deliver consistently for our clients, which is directly related to the quality of the people we hire. The past two years, we’ve been in the top 10 “Best Companies to Work For” ….. why? Our team members are highly self-motivated, comfortable conceiving strategies on the fly, and enjoy working both individually and as part of a team. Our environment is very high-energy and demanding, and individuals with remarkable enthusiasm and a can-do attitude are joining our team. We have lots of fun, focus on our employees and our clients, and work to bring our best to every opportunity."
Business Analyst,"Job: IT/Information Systems Primary Location: United States-California-US-CA-Sunnyvale Schedule: Full-time Requisition ID: 181756 Description Company Description: Who is Intuitive Surgical? The numbers tell an amazing story. Learn more about our company. Joining Intuitive Surgical means joining a team dedicated to using technology to benefit patients by improving surgical efficacy and decreasing surgical invasiveness, with patient safety as our highest priority. Primary Function of Position: Person will be responsible for providing production and system support to the Customer Service department. This includes identifying, analyzing, testing, and developing new business system solutions in ERP and CRM. Working with process owners and end users to identify continuous improvement opportunities and develop solutions to support process effectiveness and efficiencies. Individual will also be responsible for representing department on assigned projects throughout their respective lifecycles. Roles and Responsibilities: This position has responsibility and authority to: Provide operational support to Customer Service department end users for daily functional responsibilities Maintain system tables, configuration, and/or master data Analyze end users’ needs and requests and identify/recommend solutions using system standards and best practices Analyze production issues to determine root cause and provide recommendations to the IT development team Partner with IT and other cross-functional teams to resolve system issues and to define/develop future business requirements for any new system enhancement or process Monitor, track, resolve, and escalate (as appropriate) system/application issues reported by end users Evaluate metrics and processes to recommend productivity and efficiency improvements/enhancements while maintaining quality Create and develop user requirements, functional specifications, and test plans Conduct integration and user acceptance testing and provide guidance on new process Create and maintain training documentation for business processes Provide operational and business system training to end users Document and maintain standard operating procedures and associated reference documentation for key processes. Document and implement best practices for business processes Develop complex reports for data analysis and trending Qualifications Skill/Job Requirements: Competency Requirements: (Competency is based on education, training, skills and experience). In order to adequately perform the responsibilities of this position the individual must have: Bachelor’s degree required from an accredited institution 5+ years relevant work experience in Customer Support environment preferred 2+ years of experience working in order management, service support, or training support in medical device preferred Strong attention to detail and organizational skills is required Effective analytical, troubleshooting and problem-solving skills required Ability to work independently, multitask, and prioritize duties Must be capable to work effectively in cross-functional project teams Proficient understanding of CRM systems (SAP, NetSuite, Salesforce, etc.) Proficient understanding of ERP business systems (SAP, Oracle, etc.) Strong understanding of Sales, Finance, Manufacturing, Quality, and Regulatory business processes Experience working with EDI and Business Analysis/Reporting tools (SAP BI, Tableau, etc.) are preferred Proficient in all Microsoft Office applications Candidate must have strong oral and written communication skills, as well as strong interpersonal skills. Ability to travel 5-10% including weekends and evenings We are an AA/EEO/Veterans/Disabled employer. We will consider for employment qualified applicants with arrest and conviction records in accordance with fair chance laws. LI-CR1"
Business Analyst,"Description Business Analyst leading one or more moderate projects and participates in complex projects. Works directly with the client and other vendors to articulate and document business requirements in order to identify and analyse gaps between current processes and the desired state Demonstrates leading practices in determining participants, gathering techniques, documentation techniques, modelling and analysis techniques, and selecting appropriate tools for requirements gathering Conducts and analyses preliminary business and information technology processes. Participates in the design and creation of the business solution and completion of the technical design on small and moderate projects Works with the LOB and project team to identify areas of potential business risk, exhibiting the ability to effectively resolve project conflicts Demonstrates leading practices in documenting and prioritizing requirements with the project team members and project stakeholders. With minimal direction, develops requirements specifications, requirements matrix, use and test case documents to meet users' needs Demonstrates leading practices when validating business requirements, acceptance criteria, and traceability with the Project Team members and project stakeholders. With minimal direction, develops prototypes at the requirements stage to firm up and validate requirements Contributes to the acceptance of application and application enhancement via a formal test process. Participates in formal requirement reviews to obtain document signoffs and review plans, risks, issues, defects, and dependencies identified during requirements gathering Possesses strong presentation skills and is required to present ideas when participating in requirements gathering sessions. Will frequently present to audience of project team, client, and some middle management. Demonstrates an understanding of technical issues and solutions in relation to current and future business environments. Works collaboratively with Technical Developer(s) assigned to related tasks Shows an understanding of potential business risks and assists with identification of those risks, exhibiting the ability to effectively resolve project conflicts Occasionally provides direction and influence on client decisions towards project approach, implementation, and product requirements. Preferred CCBA or CBAP certified Skill/Experience/Education: Mandatory: 6+ years of relevant technical or business experience Bachelor s Degree in related field Experience with Microsoft Office Suite (Word, Excel, Vision, PowerPoint) Excellent Oral and Written Communication Skills Strong organizational skills Proficiency with Data Query tools such as SQL Developer Ideal Candidate: Previous work experience in higher education knowledge of MS Project or another Project management Tool Experience with ERP Applications or Student Information Systems"
Business Analyst,"JOB SUMMARY The purpose of this position is to provide the research, data mining/analysis, reporting and interpretation of global, national, regional, local and/or account company performance metrics. ESSENTIAL DUTIES AND RESPONSIBILITIES Generates, reviews and understands reports. Uses aggregate data from multiple sources to assist in creating a complete analysis, improvement and/or recommendation. Reviews the accuracy of information provided and responds to requests from management and vendors. Understands and works with scenario planning (exit/maintain/grow) tools/models. Analyzes trends in general business conditions. Identifies opportunities for improvements by and among the clients and/or companies. May coordinate involvement of personnel from other departments and information technology groups to facilitate successful project implementations. May act as a Subject Matter Expert (SME) for key systems/processes in subject teams and day-to-day functions. Facilitates the maintenance and reporting of benchmarks and performance metrics. Other duties may be assigned. SUPERVISORY RESPONSIBILITIES No formal supervisory responsibilities in this position. May provide informal assistance such as technical guidance and/or training to coworkers. May coordinate and assign tasks to co-workers within a work unit and/or project. QUALIFICATIONS To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. EDUCATION and EXPERIENCE Bachelor's degree (BA/BS) from 4-year college or university required. Master's degree preferred. Minimum of 2 years of related experience and/or training. CERTIFICATES and/or LICENSES None. COMMUNICATION SKILLS Excellent written and verbal communication skills. Strong organizational and analytical skills. Ability to provide efficient, timely, reliable and courteous service to customers. Ability to effectively present information. FINANCIAL KNOWLEDGE Requires knowledge of financial terms and principles. Ability to calculate intermediate figures such as percentages, discounts and/or commissions. Conducts basic financial analysis. REASONING ABILITY Ability to comprehend, analyze, and interpret documents. Ability to solve problems involving several options in situations. Requires intermediate analytical and quantitative skills. OTHER SKILLS and ABILITIES Intermediate experience in MS Office Products (Excel, Access, Power Point, Word, etc). Heavy emphasis on Excel and PowerPoint. Ability to use query and report generation tools. SCOPE OF RESPONSIBILITY Decisions made with understanding of procedures and company policies to achieve set results and deadlines. Responsible for setting own project deadlines. Errors in judgment may cause short-term impact to coworkers and supervisor."
Business Analyst,"zulily is a retailer obsessed with bringing our customers something special every day. Unique products from up-and-coming brands are featured alongside favorites from top brands, including clothing, home decor, accessories, toys and gifts, giving customers something new to discover each morning at an incredible price. We are fast-paced, innovative and metric-driven, with a team passionate for delighting our customers. Whether you want to work with incredible product selection, develop smart marketing plans, help us in our pursuit of faster fulfillment, or do something else awesome in between, we have a place for you. With locations in Seattle, Reno, Columbus and Bethlehem, our team is excited to be changing the way people shop every day - and we are just getting started. The Transportation Business Analyst III investigates complex business issues, transforms data into valuable insights, and uses those insights to influence critical business decisions within our global transportation network. This individual will leverage their strong technical skills and subject matter expertise in the parcel transportation industry to bring innovation, definition, and optimization to the future of our rapidly scaling transportation program. Build and maintain tools, analytics, and reporting to highlight key factors impacting costs Develop and deliver content for operational reviews with internal leadership Deliver actionable insights on financial performance and opportunities to reduce costs without impacting performance Perform data mining for valued projects Collaborate with multiple departments including Finance, Tax, Procurement, and Technology to understand and quantify the impacts of possible changes within our transportation network Complete cost benefit justifications on strategic optimization decisions Analyze internal transportation data to support strategic carrier negotiations Research market conditions to understand the impact of suppliers rate changes Lead key initiatives related to cost management QUALIFICATIONS 5-7 years of experience in quantitative and analytical measurement BS or BA degree in a quantitative field such as Math, Finance, Statistics, Engineering, Supply Chain or Business Operations is required Knowledge of and experience in the transportation industry Strong financial acumen, analytic skill set, and a high degree of proficiency in data mining and forecast model development Excellent written communication and presentation skills Advanced SQL and Excel skills are required zulily is an Equal Opportunity Employer zulily participates in E-Verify. zulily will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS) with information from each new employee's I-9 to confirm work authorization. Federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. Please tell us if you require a reasonable accommodation to apply for a job. Examples of reasonable accommodation include making a change to the application process, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment. You may reach us at (206) 388-0920."
Business Analyst,"Microsoft aspires to help our customers achieve their own digital transformation, leveraging the power of the Microsoft cloud solutions and services. To help drive this effort, Microsoft is investing in the creation of Customer Success team that will play a key role in helping Microsoft customers achieve this digital transformation through successful adoption of Microsoft Cloud solutions. The Customer Success HQ team will drive business usage of Microsoft 365 workloads and help customers realize business value from their investments, by supporting the Customer Success field teams with programmatic and scalable assets. We are looking for an experienced Director of Modern Communication Consumption Strategy, who is responsible for designing, aligning and refining the Teams, Yammer and Outlook Mobile consumption strategy to be executed by the field. Responsibilities Design the Modern Communication consumption strategy for the Customer Success Organization in alignment with Marketing and Engineering groups: Partner with key Customer Success roles and the M365 Marketing Business Group GTM team to design consumption programs, offers and contests that drive Teams, Yammer and Outlook Mobile activations and scorecard attainment Lead and influence x-org interactions to receive feedback, provide input, and collaborate on key work streams to analyze and tune consumption strategy. X-org influence includes but is not limited to: Modern Workplace CSM role design, blueprint model, compensation, role and responsibility, marketing initiatives, competitor assessment, Validate and adjust strategy leveraging key Microsoft milestones (SLT reviews, QBR, etc.) Contribute to the development of assets for key strategic communication processes including monthly Senior Leadership Team update Scorecard Metric and TLI Align with Marketing Business Group to define key success metrics (Scorecard and TLI) supporting business priorities Support the WW consumption teams, CSU leadership to enable a green metric Review A14 feedback during business update synchs and work together with the Initiative Leads, Field Enablement, operation teams and with areas to course correct and/or address their issues. BG Liaison Develop strong x-org relationships and ROB to influence engineering and product marketing decisions on behalf of the WW Customer Success Organization. Participate and enable discussions for CSU Modern Workplace and Office Marketing Business Group Connection meetings Own and lead discussion with the Marketing BG during regular ROB. Responsibilities include: Carrying the voice of the field, providing updates on key blockers, offer results and field execution status, sharing Field feedback on execution, marketing programs, content and roadmaps Teams, Yammer and Outlook Mobile SME Support Field Enablement & Execution Teams on execution and readiness plans leveraging, as an SME Support as a SME the consumption execution team in landing the FY Next planning and in developing field programs Customer Engagement Deliver EBCs and/or customer visits per team goals to support consumption and strengthen customer perspective Perform field visits per team goals to support consumption, evaluate model performance and strengthen customer perspective Qualifications Minimum of 8 years of experience in sales or consulting in the enterprise segment, working directly with large customers and be familiar with field needs to successfully drive a new program. Deep experience on enabling Microsoft 365 consumption, familiar with FastTrack and related processes, customer and partner requirements, and is deeply familiar with Enterprise field roles and challenges. Strong analytical skills, able to distill key insights from incomplete data Strong, confident executive communication (written and oral) Ability to influence without authority Strategic thinker combined with strong ability to execute x-org and drive for results in ambiguous environment Versatile with proven ability to be adaptable in rapidly evolving business/org situations Effectively manage budgets and utilize vendor resources"
Business Analyst,"As a Product Analyst, you will be responsible for all aspects of product management including the technical, functional, and business foundations of products. You will act as the liaison between cross-functional teams including but not limited to; Change Management, Programming, and the Call Center effectively managing multiple simultaneous projects, deadlines and deliverables and communicate status/elevate issues effectively. Your additional responsibilities can include performing Quality Assurance and monitor application functionality against specifications and requirements and take corrective action as needed. If you feel comfortable working in a fast- paced, time sensitive environment this is the position for you! Requirements: A degree with technical or business emphasis is preferred Effective oral and written communication skills Ability to identify and resolve conflict, solid problem solving skills Automotive or dealership experience is a plus but not required"
Business Analyst,"Location: Detroit, MI Global Sales & Dealer Systems IT – IT Business Analyst About the Global Sales & Dealer Systems IT team: Global Sales & Dealer Systems IT team is responsible for managing the Strategy, Portfolio execution & Product map across - Dealer systems, Sales systems, Vehicle Ordering & Fulfillment systems, Fleet & Remarketing, Digital Retail, eCommerce Enablers and Aftersales systems. The Global Sales & Dealer Systems IT team plays an integral role in the ‘New’ GM. The global team works alongside the business partners to identify and document the strategic vision, product roadmap and help executing to the plan. This team acts as a liaison between the user community and the IT development and operations support teams. About the Role: As a Business Analyst (BA), you will work side-by-side with business process owners and key stakeholders to identify opportunities, elicit business requirements, analyze and evaluate solutions options, write user stories, facilitate requirements gathering sessions, deliver business value, and develop future strategy. To be successful, you must be customer focused, be able to clearly define and communicate business needs, and be personally driven to improve the business. Responsibilities: Lead requirements elicitation and documentation for one or more projects Develop business process models, business requirements/user stories (functional and non-functional) and product backlog Collaborates with Project Manager on project plans, schedule and work breakdown structure for projects Maintains project interlock tracking and provides status reports to senior business leadership Identifies and proactively resolves issues/conflicts within the project and business team. Communicates project status, progress on deliverables, and risks/issues to business stakeholders and leadership in a timely manner Lead and guide the business community to ensure comprehensive user acceptance testing/training plans are developed/executed and application is successfully transitioned into production Demonstrate a thorough understanding of business processes, best practices, and available supporting technology and service providers Troubleshoot problems and resolve issues Investigate and learn business issues and data challenges, and develop plans to improve Support IT Strategy Development Serve as the liaison between the Business community and Development & Sustain teams Assist Business with Problem and Incident Management Deliver project business value/return on investment Minimum Qualifications: Bachelors Degree in Business, IT, Engineering, or related Demonstrated in-depth understanding of Business Process fundamentals; including requirements elicitation, stakeholder collaboration, effective and timely communications, and problem-solving skills Demonstrated strength in critical skills such as collaboration, written and oral communications, and analytical capability Expert at documenting business processes using industry best practices and standard tools (flowcharts, activity/interaction diagrams) Planning, negotiation and facilitation skills Ability to multi-task and manage multiple initiatives without direct supervision In-depth understanding of business issues and data challenges of the organization and industry as a whole Demonstrates critical skills such as collaboration, strong written and verbal communication skills and analytical capability. Strong time management skills Preferred Qualifications: Masters degree in Business, IT, or related Experience in IT project management, requirements definition, process definition, testing, and IT strategy and roadmap development. Experience with Dealer Business Processes Experience in troubleshooting and resolving issues Development experience Experience with Agile development methodologies PMP Certified Certified Business Analysis Professional (CBAP) certification Strong Communication (verbal and writing) and analytical skills Expertise in utilizing requirements tools"
Business Analyst,"The Sponsored Programs Business Analyst for Washington State University’s Finance Systems Modernization Initiative develops and implements process improvement initiatives, which includes working collaboratively with an energized team of WSU finance and HR experts and consultants to implement Workday for WSU. Responsibilities will include developing a wide range of expertise in WSU accounting and finance processes with a focus on Sponsored Programs. Also will design new processes and configure Sponsored Programs work streams in the new finance system to help improve systems that support all research at WSU. The incumbent will prepare personnel for new systems and updates and serve as an expert sponsored programs systems and process resource and will work with university stakeholder groups as a lead or participant in design workgroups. The successful candidate will have experience in research administration, a strong understanding of accounting principles and processes, a high level of comfort using and/or supporting a complex accounting system and passion for supporting change in our research finance system. Additional Information University Overview Founded as the people’s university in 1890, Washington State University fulfills that commitment by transforming lives through education, research, and community outreach. In 2015, the University celebrated 125 years of delivering life-changing knowledge and discoveries to citizens across the state, region, nation, and around the world. The state’s only land-grant institution and one of two public research universities, WSU provides a world- class education to nearly 30,000 students through its multi-campus, statewide locations and online. The University strives to ensure that higher education is accessible at an affordable cost—a decades-long WSU commitment to the state’s citizens. The University offers more than 200 undergraduate fields of study and 127 graduate and professional degree programs. Many academic programs win recognition nationally for excellence. WSU is one of just 108 public and private universities in the United States—out of more than 4,500—singled out for its “very high research activity” by the Carnegie Foundation for the Advancement of Teaching. The University’s research agenda is focused on addressing challenges in health, sustainability, smart systems, national security, and opportunity and equity. WSU is a major driver of Washington’s economy, partnering with many of the state’s leading industries, including agribusiness, aerospace, health care, software, and construction. The University is responsible for nearly 20,600 jobs statewide and generates an overall economic impact of more than $3.3 billion annually. The institution’s operating budget expenditures total nearly $2 billion annually. The City Pullman is a dynamic center of higher education, research, and culture located in a region called the Palouse. The region is home to two land grant universities, Washington State University and the University of Idaho located just eight miles to the east in Moscow, Idaho. Washington’s second-largest city, Spokane, is located 75 miles north of Pullman. Demographics Daily designated Pullman a “dreamtown,” reflecting the city’s exceptionally high quality of life. Bloomberg Businessweek named Pullman the “Best Places to Raise Your Kids” in Washington. The city also boasts one of the highest percentages of graduate degrees among U.S. micropolitan areas, and its public school system has been ranked among the top 100 in the country. Excellent outdoor recreation opportunities—including golfing, skiing, hiking, and boating—are just a short drive away. To learn more about the Pullman community, visit pullmanchamber.com Benefits Package Competitive benefits available, more details at hrs.wsu.edu/benefits Appointment Status Permanent Job Appointment (FTE%) 100% Position Term in Months 12 Monthly Salary Commensurate with qualifications and experience Position Qualifications Required Qualifications A Bachelor’s degree in Business, Management Information Systems, or related field AND three (3) years of professional experience in procedural, management, or business analysis work; OR a combination of education and experience totaling seven (7) years from which comparable knowledge and ability are acquired. Additional Requirements Related degrees include Finance, Accounting, or other Business fields. Demonstrated effective interpersonal, written, and oral communication skills. Demonstrated experience interpreting and applying laws, rules, policies, and procedures. Demonstrated ability to interact with large groups and individuals at all work levels. Demonstrated sensitivity to, and desire to promote, diversity. Demonstrated proficiency in the use of computers and software applications. A record showing commitment to customer service and the application of appropriate flexibility in response to issues and opposing points of view. Preferred Qualifications Demonstrated knowledge of business processes specifically related to sponsored programs in higher education. Demonstrated ability to successfully prepare and present policy interpretations, findings, and conclusions. Finance experience in a higher education setting Will this position require a background check? This position has been designated by the department to require a background check Posting Detail Information Open Date 07/19/2018 Close Date Open Until Filled Yes Special Instructions to Applicants This position will be open until filled. Screening is currently underway and will continue until the position is filled. This recruitment will be used to fill multiple vacancies. Application materials should clearly communicate how the applicant meets all required qualifications and additional requirements. At the time of application, please be prepared to submit a cover letter and resume. Within the online application, please include contact information for at least three professional (3) references. EEO Statement WASHINGTON STATE UNIVERSITY IS AN EQUAL OPPORTUNITY/AFFIRMATIVE ACTION EDUCATOR AND EMPLOYER. Members of ethnic minorities, women, special disabled veterans, veterans of the Vietnam-era, recently separated veterans, and other protected veterans, persons of disability and/or persons age 40 and over are encouraged to apply. WSU employs only U.S. citizens and lawfully authorized non-U.S. citizens. All new employees must show employment eligibility verification as required by the U.S. Citizenship and Immigration Services. WSU is committed to providing access and reasonable accommodation in its services, programs, activities, education and employment for individuals with disabilities. To request disability accommodation in the application process, contact Human Resource Services: 509-335-4521(v), Washington State TDD Relay Service: Voice Callers: 1-800-833-6384; TDD Callers: 1-800-833-6388, 509-335-1259(f), or hrs@wsu.edu. Posting Number 20134408P Applicant Documents Required Documents Resume Cover Letter Optional Documents"
